listing.garden;listing.suites;listing.bathtub;listing.pricingInfo.yearlyIptu;listing.pricingInfo.monthlyCondoFee;listing.address.neighborhood;listing.totalAreas;listing.pricingInfo.rentalPrice;listing.hottub;listing.sportcourt;listing.soundproofing;listing.furnished;listing.unitsOnTheFloor;listing.unitFloor;listing.bedrooms;listing.address.zone;listing.parkingSpaces;listing.bathrooms;listing.tenniscourt;listing.pool;listing.partyhall;listing.guestpark;listing.barbgrill;listing.playground;listing.usableAreas;listing.backyard;listing.fireplace;listing.gym;listing.floors;imvl_type;listing.mountainview;listing.sauna;listing.imvl_month;listing.imvl_year;listing.imvl_season
False;1.0;False;203.0;190.0;Vila Isabel;70.0;1.6;False;False;False;False;1.0;1.0;2;Zona Norte;0.0;2;False;False;False;False;False;False;70.0;False;False;False;3.0;apartamentos;False;False;4;2023;Outono
True;1.0;False;58.0;500.0;Anil;55.0;2.2;False;True;False;False;0.0;0.0;2;Zona Oeste;1.0;2;False;True;True;False;True;True;55.0;False;False;True;1.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;1.875;913.0;Barra da Tijuca;85.0;2.8;False;False;False;False;0.0;0.0;2;Zona Oeste;1.0;2;False;False;False;False;False;False;85.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;207.0;912.0;Recreio Dos Bandeirantes;67.0;2.5;False;False;False;True;0.0;0.0;2;Zona Oeste;1.0;2;False;False;False;False;False;False;67.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;0.0;300.0;Vila da Penha;65.0;1.6;False;False;False;False;0.0;0.0;2;Zona Norte;1.0;1;False;False;False;False;False;False;65.0;False;False;False;3.0;apartamentos;False;False;4;2023;Outono
False;0.0;False;16.0;550.0;Engenho Novo;98.0;1.055;False;True;False;False;0.0;0.0;2;Zona Norte;1.0;1;False;True;True;False;True;True;98.0;False;False;False;1.0;apartamentos;False;True;5;2023;Outono
True;1.0;False;258.0;1097.0;Flamengo;83.0;3.2;False;False;False;False;4.0;3.0;2;Zona Sul;1.0;3;False;False;True;False;False;True;83.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;84.0;480.0;Santa Teresa;69.0;2.6;False;False;False;False;0.0;0.0;2;Zona Central;0.0;2;False;False;False;False;False;False;69.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;142.0;550.0;Anil;55.0;2.58;False;True;False;True;0.0;0.0;2;Zona Oeste;1.0;2;False;True;True;False;True;True;55.0;False;False;True;1.0;apartamentos;False;True;5;2023;Outono
False;1.0;False;2.9;1200.0;Leblon;85.0;5.0;False;False;False;False;4.0;7.0;2;Zona Sul;1.0;2;False;False;False;False;False;False;85.0;False;False;False;10.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;61.0;794.0;Todos os Santos;53.0;1.0;False;False;False;False;0.0;0.0;2;Zona Norte;0.0;1;False;False;False;False;False;False;53.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;663.0;811.0;Vila Isabel;50.0;1.5;False;False;False;False;0.0;0.0;2;Zona Norte;1.0;2;False;False;False;False;False;False;50.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;94.0;1100.0;Andaraí;56.0;1.5;False;False;False;False;0.0;0.0;2;Zona Norte;1.0;2;False;False;True;False;False;True;56.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;0.0;485.0;Penha Circular;70.0;1.2;False;False;False;False;0.0;3.0;2;Zona Norte;1.0;2;False;False;False;False;False;False;70.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;127.0;630.0;Moneró;104.0;1.4;False;False;False;False;0.0;1.0;2;Zona Norte;1.0;2;False;False;False;False;False;False;104.0;False;False;False;1.0;apartamentos;False;False;4;2023;Outono
True;1.0;False;65.0;460.0;Sampaio;55.0;1.2;False;False;False;False;0.0;2.0;2;Zona Norte;1.0;1;False;True;True;False;True;True;55.0;False;False;False;0.0;apartamentos;False;False;5;2023;Outono
False;2.0;False;612.0;1050.0;Tijuca;140.0;3.4;False;False;False;False;4.0;3.0;2;Zona Norte;2.0;2;False;False;False;False;False;False;140.0;False;False;False;3.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;131.0;760.0;Tijuca;55.0;2.15;False;False;False;False;2.0;6.0;2;Zona Norte;0.0;2;False;False;False;False;False;False;55.0;False;False;False;6.0;apartamentos;False;False;4;2023;Outono
False;1.0;False;200.0;1000.0;Centro;55.0;2.4;False;False;False;False;0.0;0.0;2;Zona Central;1.0;2;False;False;False;False;False;False;55.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;0.0;400.0;Penha Circular;75.0;1.0;False;False;False;False;0.0;2.0;2;Zona Norte;1.0;2;False;False;False;False;False;False;75.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
True;0.0;False;0.0;482.0;Méier;55.0;1.0;False;False;False;False;12.0;4.0;2;Zona Norte;0.0;1;False;False;False;False;False;False;55.0;False;False;False;4.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;1.0;550.0;Irajá;60.0;1.5;False;False;False;False;8.0;3.0;2;Zona Norte;1.0;1;False;False;False;False;False;False;60.0;False;False;False;4.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;71.0;800.0;Freguesia- Jacarepaguá;64.0;1.3;False;False;False;False;0.0;0.0;2;Zona Oeste;1.0;1;False;True;False;False;False;True;64.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;30.0;275.0;Vila Isabel;55.0;1.8;False;False;False;False;0.0;2.0;2;Zona Norte;0.0;1;False;False;False;False;False;False;55.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
True;1.0;False;260.0;1150.0;Barra da Tijuca;68.0;3.0;False;True;False;False;0.0;0.0;2;Zona Oeste;2.0;2;False;True;False;False;True;False;68.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
True;0.0;False;0.0;532.0;Anil;49.0;1.0;False;True;False;False;0.0;0.0;2;Zona Oeste;1.0;1;False;True;True;False;True;True;49.0;False;False;True;0.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;205.0;1200.0;Recreio Dos Bandeirantes;80.0;2.5;False;False;False;False;0.0;0.0;2;Zona Oeste;2.0;2;False;False;False;False;False;False;80.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;549.0;769.0;Sampaio;80.0;1.3;False;True;False;True;0.0;0.0;2;Zona Norte;1.0;2;False;True;False;False;True;False;80.0;False;False;False;14.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;100.0;565.0; Vila Valqueire;76.0;2.2;False;False;False;False;0.0;4.0;2;Zona Norte;1.0;3;False;False;True;False;False;True;76.0;False;False;False;5.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;414.0;1100.0;Leblon;94.0;7.0;False;False;False;False;0.0;0.0;2;Zona Sul;1.0;2;False;False;False;False;False;False;94.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;2.232;1136.0;Recreio Dos Bandeirantes;73.0;2.89;False;False;False;False;0.0;0.0;2;Zona Oeste;1.0;2;False;False;False;False;False;False;73.0;False;False;False;8.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;124.0;811.0;Barra da Tijuca;60.0;2.3;False;True;False;False;0.0;0.0;2;Zona Oeste;1.0;1;False;True;True;False;False;False;60.0;False;False;True;1.0;apartamentos;False;True;5;2023;Outono
False;0.0;False;0.0;510.0;Jardim Carioca;45.0;1.1;False;False;False;False;0.0;0.0;2;Zona Norte;1.0;1;False;False;False;False;False;False;45.0;False;False;False;0.0;apartamentos;False;False;5;2023;Outono
True;0.0;False;0.0;380.0;Taquara;45.0;1.1;False;False;False;False;0.0;0.0;2;Zona Oeste;1.0;1;False;False;True;False;True;True;45.0;False;False;False;1.0;apartamentos;False;True;5;2023;Outono
False;1.0;False;110.0;800.0;Maracanã;65.0;2.3;False;False;False;False;0.0;0.0;2;Zona Norte;0.0;3;False;False;False;False;False;False;65.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;60.0;180.0;Piedade;51.0;1.1;False;False;False;False;0.0;0.0;2;Zona Norte;0.0;1;False;False;False;False;False;False;51.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;150.0;850.0;Centro;100.0;2.5;False;False;False;False;0.0;0.0;2;Zona Central;0.0;2;False;False;False;False;False;False;100.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;192.0;750.0;Tijuca;50.0;2.0;False;True;False;False;0.0;0.0;2;Zona Norte;1.0;1;False;False;True;False;False;True;50.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;62.0;556.0;Pechincha;55.0;1.2;False;False;False;False;0.0;0.0;2;Zona Oeste;1.0;1;False;False;True;False;False;False;55.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;10.0;170.0;Irajá;70.0;1.21;False;False;False;False;0.0;1.0;2;Zona Norte;1.0;1;False;False;False;False;False;False;70.0;False;False;False;1.0;apartamentos;False;False;3;2023;Verão
False;0.0;False;133.0;779.0;Copacabana;62.0;3.0;False;False;False;True;2.0;10.0;2;Zona Sul;0.0;1;False;False;False;False;False;False;62.0;False;False;False;10.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;115.0;690.0;Centro;75.0;2.0;False;False;False;False;0.0;7.0;2;Zona Central;1.0;2;False;False;False;False;False;False;75.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;0.0;483.0;Irajá;75.0;1.17;False;False;False;False;0.0;0.0;2;Zona Norte;1.0;1;False;False;True;False;False;False;75.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
True;0.0;False;520.0;530.0;Taquara;48.0;1.0;False;False;False;False;12.0;8.0;2;Zona Oeste;0.0;1;False;True;True;False;True;True;48.0;False;False;False;8.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;141.0;900.0;Grajaú;72.0;1.6;False;False;False;False;0.0;0.0;2;Zona Norte;1.0;1;False;False;False;False;True;False;72.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;71.0;783.0;Maracanã;60.0;2.54;False;False;False;False;0.0;0.0;2;Zona Norte;1.0;2;False;True;True;False;False;True;60.0;False;False;True;1.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;127.0;1150.0;Jacarepaguá;70.0;3.5;False;False;False;True;0.0;0.0;2;Zona Oeste;1.0;2;False;True;True;False;False;True;70.0;False;False;True;1.0;apartamentos;False;True;5;2023;Outono
False;1.0;False;110.0;918.0;Tijuca;72.0;1.85;False;False;False;False;4.0;1.0;2;Zona Norte;1.0;3;False;False;True;False;False;True;72.0;False;False;False;5.0;apartamentos;False;False;4;2023;Outono
False;1.0;False;192.0;430.0;Recreio Dos Bandeirantes;76.0;2.8;False;False;False;False;4.0;1.0;2;Zona Oeste;1.0;2;False;False;False;False;False;False;76.0;False;False;False;2.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;0.0;300.0;Ramos;65.0;1.2;False;False;False;False;0.0;0.0;2;Zona Norte;1.0;1;False;False;True;False;False;False;65.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;100.0;750.0;Tijuca;84.0;1.8;False;False;False;False;0.0;0.0;2;Zona Norte;0.0;1;False;False;False;False;False;False;84.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;28.0;350.0;Moneró;41.0;1.1;False;False;False;False;0.0;0.0;2;Zona Norte;1.0;1;False;False;False;False;False;False;41.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
True;0.0;False;63.0;493.0;São Francisco Xavier;48.0;1.25;False;False;False;False;6.0;4.0;2;Zona Norte;1.0;1;False;True;True;False;True;True;48.0;False;False;False;10.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;118.0;606.0;Tijuca;70.0;1.5;False;False;False;False;0.0;3.0;2;Zona Norte;0.0;2;False;False;False;False;False;False;70.0;False;False;False;0.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;0.0;281.0;Curicica;50.0;1.4;False;True;False;False;0.0;0.0;2;Zona Oeste;1.0;1;False;True;True;False;True;False;50.0;False;False;False;5.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;0.0;689.0;Bento Ribeiro;66.0;1.5;False;False;False;False;0.0;0.0;2;Zona Norte;3.0;1;False;False;False;False;False;False;66.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;0.0;355.0;Grajaú;47.0;1.5;False;False;False;False;4.0;1.0;2;Zona Norte;0.0;1;False;False;False;False;False;False;47.0;False;False;False;3.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;0.0;497.0;Catumbi;64.0;1.4;False;False;False;False;8.0;2.0;2;Zona Central;1.0;1;False;False;False;False;False;False;64.0;False;False;False;4.0;apartamentos;False;False;3;2023;Verão
False;0.0;False;68.0;270.0;Todos os Santos;59.0;1.2;False;False;False;False;4.0;2.0;2;Zona Norte;0.0;1;False;False;False;False;False;False;59.0;False;False;False;3.0;apartamentos;False;False;4;2023;Outono
True;0.0;False;125.0;668.0;Jardim Sulacap;55.0;1.48;False;False;False;False;0.0;0.0;2;Zona Oeste;1.0;1;False;True;False;False;False;False;52.0;True;False;True;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;0.0;185.0;Irajá;71.0;1.3;False;False;False;False;2.0;1.0;2;Zona Norte;1.0;2;False;False;False;False;False;False;71.0;False;False;False;2.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;59.0;790.0;Freguesia;55.0;1.42;False;True;False;False;0.0;0.0;2;Zona Oeste;2.0;1;False;True;True;False;False;True;55.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
True;1.0;False;79.0;680.0;Campo Grande;61.0;1.5;False;False;False;False;0.0;3.0;2;Zona Oeste;1.0;1;False;True;True;False;True;True;61.0;False;False;True;1.0;apartamentos;False;True;5;2023;Outono
False;0.0;False;0.0;375.0;Higienópolis;50.0;1.05;False;False;False;False;3.0;0.0;2;Zona Norte;1.0;1;False;False;False;False;False;False;50.0;False;False;False;3.0;apartamentos;False;False;5;2023;Outono
True;0.0;False;180.0;350.0;Anil;115.0;2.0;False;True;False;False;2.0;2.0;2;Zona Oeste;2.0;2;False;False;False;True;False;True;110.0;False;False;False;2.0;apartamentos;False;False;4;2023;Outono
False;0.0;False;0.0;355.0;Penha Circular;62.0;1.8;False;False;False;False;0.0;3.0;2;Zona Norte;1.0;1;False;False;False;False;False;False;62.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;0.0;413.0;Colégio;52.0;1.2;False;False;False;False;0.0;9.0;2;Zona Norte;1.0;1;False;True;True;False;True;False;52.0;False;False;True;1.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;186.0;780.0; Vila Valqueire;110.0;2.7;False;False;False;False;0.0;0.0;2;Zona Norte;1.0;3;False;False;False;False;False;False;110.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
True;0.0;False;0.0;200.0;Praça Seca;60.0;1.1;False;False;False;False;2.0;2.0;2;Zona Oeste;1.0;1;False;False;False;False;False;False;60.0;False;False;False;2.0;apartamentos;False;False;4;2023;Outono
False;0.0;False;0.0;268.0;Irajá;43.0;1.0;False;False;False;False;0.0;0.0;2;Zona Norte;1.0;1;False;False;False;False;False;False;43.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;0.0;680.0;Campo Grande;55.0;1.2;False;False;False;False;0.0;0.0;2;Zona Oeste;1.0;2;False;False;False;False;False;False;55.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
True;0.0;False;43.0;472.0;Campo Grande;48.0;1.0;False;True;False;False;0.0;3.0;2;Zona Oeste;1.0;1;False;False;False;False;False;True;48.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;39.0;800.0;Irajá;60.0;1.2;False;True;False;False;0.0;0.0;2;Zona Norte;1.0;1;False;True;False;False;True;False;60.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;65.0;689.0;Jardim Sulacap;47.0;1.05;False;False;False;False;0.0;0.0;2;Zona Oeste;0.0;1;False;False;False;False;False;False;47.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;0.0;300.0;Pechincha;44.0;1.0;False;False;False;False;0.0;0.0;2;Zona Oeste;0.0;1;False;False;True;False;False;True;44.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;90.0;400.0;Todos os Santos;100.0;1.0;False;False;False;False;2.0;3.0;2;Zona Norte;0.0;2;False;False;False;False;False;False;100.0;False;False;False;3.0;apartamentos;False;False;4;2023;Outono
False;1.0;False;110.0;430.0; Vila Valqueire;76.0;1.6;False;False;False;False;0.0;0.0;2;Zona Norte;1.0;1;False;False;False;False;False;False;76.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;0.0;689.0;Manguinhos;60.0;1.1;False;False;False;False;0.0;2.0;2;Zona Norte;0.0;2;False;False;False;False;False;False;60.0;False;False;False;2.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;77.0;590.0;Grajaú;65.0;1.6;False;False;False;False;0.0;0.0;2;Zona Norte;0.0;1;False;False;False;False;False;False;65.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;0.0;1250.0;Jacarepaguá;70.0;2.8;False;True;False;True;0.0;0.0;2;Zona Oeste;1.0;3;True;True;True;False;False;True;70.0;True;False;True;17.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;0.0;720.0;São Francisco Xavier;60.0;1.9;False;False;False;False;6.0;7.0;2;Zona Norte;1.0;2;False;False;True;False;False;True;60.0;False;False;False;12.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;175.0;1100.0;São Conrado;60.0;4.0;False;False;False;False;0.0;0.0;2;Zona Sul;1.0;1;False;False;False;False;False;False;60.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;0.0;250.0;Freguesia;60.0;1.2;False;False;False;False;0.0;4.0;2;Zona Norte;0.0;1;False;False;False;False;False;False;60.0;False;False;False;0.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;105.0;1056.0;Camorim;63.0;1.9;False;False;False;False;0.0;4.0;2;Zona Oeste;1.0;1;False;False;True;False;False;False;63.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;48.0;750.0;Penha;72.0;2.0;False;False;False;True;0.0;0.0;2;Zona Norte;1.0;1;False;False;True;False;False;True;72.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
True;1.0;False;1.4;1100.0;Recreio Dos Bandeirantes;68.0;2.5;False;True;False;True;0.0;3.0;2;Zona Oeste;1.0;2;False;True;True;False;True;True;68.0;False;False;True;1.0;apartamentos;False;True;5;2023;Outono
False;0.0;False;55.0;665.0;Taquara;59.0;2.5;False;True;False;False;0.0;0.0;2;Zona Oeste;1.0;2;False;True;True;False;True;True;59.0;False;False;True;1.0;apartamentos;False;True;5;2023;Outono
False;0.0;False;290.0;1100.0;Barra da Tijuca;74.0;3.5;False;False;False;False;0.0;21.0;2;Zona Oeste;1.0;1;False;True;True;False;True;True;74.0;False;False;True;1.0;apartamentos;False;True;5;2023;Outono
False;0.0;False;0.0;689.0;Campo Grande;42.0;1.1;False;False;False;False;0.0;0.0;2;Zona Oeste;0.0;1;False;False;False;False;False;False;42.0;False;False;False;1.0;apartamentos;False;False;4;2023;Outono
False;1.0;False;104.0;990.0;Jacarepaguá;70.0;2.5;False;False;False;False;0.0;0.0;2;Zona Oeste;1.0;2;False;True;True;False;True;True;70.0;False;False;True;1.0;apartamentos;False;True;5;2023;Outono
False;1.0;False;88.0;1124.0;Recreio Dos Bandeirantes;66.0;2.8;False;True;False;False;0.0;0.0;2;Zona Oeste;1.0;2;False;True;True;False;True;True;66.0;False;False;True;1.0;apartamentos;False;True;5;2023;Outono
False;1.0;False;385.0;600.0;Campo Grande;87.0;1.7;False;True;False;True;0.0;1.0;2;Zona Oeste;1.0;2;False;True;True;False;True;True;87.0;False;False;False;0.0;apartamentos;False;False;5;2023;Outono
True;1.0;False;1.29;850.0;Recreio Dos Bandeirantes;66.0;3.0;False;True;False;False;0.0;0.0;2;Zona Oeste;1.0;3;False;True;True;False;True;True;66.0;False;False;True;8.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;95.0;390.0;Taquara;60.0;3.0;False;False;False;False;0.0;0.0;2;Zona Oeste;1.0;1;False;False;True;False;False;False;60.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;0.0;689.0;Quintino Bocaiúva;70.0;1.0;False;False;False;False;0.0;2.0;2;Zona Norte;0.0;1;False;False;False;False;False;False;70.0;False;False;False;1.0;apartamentos;False;False;4;2023;Outono
False;0.0;False;2.106;799.0;Glória;78.0;2.2;False;False;False;False;0.0;4.0;2;Zona Sul;0.0;1;False;False;False;False;False;False;78.0;False;False;False;4.0;apartamentos;False;False;5;2023;Outono
True;1.0;False;200.0;800.0;Recreio Dos Bandeirantes;80.0;3.5;False;False;False;True;10.0;5.0;2;Zona Oeste;1.0;2;False;True;True;False;True;True;80.0;False;False;True;6.0;apartamentos;True;True;5;2023;Outono
True;1.0;False;145.0;740.0;Recreio Dos Bandeirantes;57.0;2.3;False;True;False;False;6.0;16.0;2;Zona Oeste;1.0;2;False;True;True;False;True;True;57.0;False;False;True;18.0;apartamentos;False;True;5;2023;Outono
False;0.0;False;0.0;423.0;Tomás Coelho;45.0;1.2;False;False;False;False;0.0;0.0;2;Zona Norte;1.0;1;False;True;False;False;True;True;45.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;2.0;False;400.0;1100.0;Barra da Tijuca;86.0;4.5;False;True;False;True;0.0;0.0;2;Zona Oeste;2.0;3;False;True;True;False;True;True;86.0;False;False;True;1.0;apartamentos;False;True;5;2023;Outono
False;1.0;False;219.0;450.0;Tijuca;107.0;2.4;False;False;False;False;0.0;0.0;2;Zona Norte;1.0;2;False;False;False;False;False;False;107.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
True;1.0;False;90.0;650.0;Todos os Santos;55.0;2.6;False;True;False;True;6.0;4.0;2;Zona Norte;1.0;2;False;True;True;False;True;True;55.0;False;False;True;13.0;apartamentos;False;True;5;2023;Outono
False;1.0;False;182.0;770.0;Freguesia;75.0;1.4;False;False;False;False;4.0;1.0;2;Zona Oeste;1.0;2;False;False;True;False;True;False;75.0;False;False;False;5.0;apartamentos;False;False;2;2023;Verão
False;0.0;False;120.0;640.0;Tijuca;60.0;1.8;False;False;False;False;6.0;8.0;2;Zona Norte;0.0;1;False;False;False;False;False;False;60.0;False;False;False;8.0;apartamentos;False;False;4;2023;Outono
False;0.0;False;0.0;270.0;Cachambi;50.0;1.0;False;True;False;False;0.0;0.0;2;Zona Norte;0.0;1;False;True;True;False;False;True;50.0;False;False;True;1.0;apartamentos;False;True;5;2023;Outono
False;0.0;False;20.0;330.0;Realengo;50.0;1.3;False;True;False;False;8.0;7.0;2;Zona Oeste;1.0;1;False;False;False;False;False;True;50.0;False;False;False;10.0;apartamentos;False;False;12;2022;Primavera
True;0.0;False;60.0;500.0;Freguesia- Jacarepaguá;50.0;1.1;False;True;False;False;5.0;9.0;2;Zona Oeste;1.0;1;False;False;True;False;True;True;50.0;False;False;True;9.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;119.0;910.0;Jacarepaguá;80.0;1.8;False;False;False;False;4.0;3.0;2;Zona Oeste;1.0;3;False;False;True;False;False;False;80.0;False;False;False;7.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;0.0;689.0;Ramos;70.0;1.0;False;False;False;False;0.0;2.0;2;Zona Norte;0.0;1;False;False;False;False;False;False;70.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;2.0;False;2.8;1080.0;Recreio Dos Bandeirantes;98.0;3.0;False;False;False;False;0.0;2.0;2;Zona Oeste;1.0;4;False;False;False;False;False;False;98.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;170.0;200.0;Taquara;86.0;1.595;False;False;False;False;0.0;0.0;2;Zona Oeste;1.0;2;False;False;False;False;False;False;86.0;False;False;True;1.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;66.0;970.0;Tijuca;70.0;2.72;False;False;False;False;0.0;0.0;2;Zona Norte;1.0;2;False;False;False;False;False;False;70.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;78.0;689.0;Vila Isabel;80.0;2.4;False;False;False;False;1.0;1.0;2;Zona Norte;1.0;1;False;False;False;False;False;False;80.0;False;False;False;3.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;113.0;350.0;Vila Isabel;80.0;1.35;False;False;False;False;0.0;7.0;2;Zona Norte;0.0;2;False;False;False;False;False;False;80.0;False;False;False;5.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;10.0;312.0;Pechincha;90.0;1.2;False;True;False;True;0.0;0.0;2;Zona Oeste;1.0;1;False;False;True;False;False;True;90.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
True;1.0;False;130.0;800.0;Jacarepaguá;72.0;3.8;False;False;False;True;6.0;0.0;2;Zona Oeste;1.0;2;False;True;True;False;True;True;72.0;False;False;True;12.0;apartamentos;False;True;5;2023;Outono
False;0.0;False;141.0;900.0;Andaraí;65.0;1.94;False;False;False;False;0.0;0.0;2;Zona Norte;1.0;1;False;False;True;False;False;True;65.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;61.0;480.0;Pilares;69.0;1.2;False;False;False;False;0.0;0.0;2;Zona Norte;1.0;2;False;False;False;False;False;False;69.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;1.0;170.0;Irajá;55.0;1.0;False;True;False;False;8.0;1.0;2;Zona Norte;0.0;1;False;False;True;False;False;True;55.0;False;False;False;5.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;65.0;705.0;Praça Seca;65.0;1.3;False;False;False;False;0.0;2.0;2;Zona Oeste;1.0;2;False;True;False;False;True;False;65.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;61.0;434.0;Cachambi;60.0;1.0;False;False;False;False;0.0;0.0;2;Zona Norte;1.0;1;False;False;False;False;False;False;60.0;False;False;False;1.0;apartamentos;False;False;3;2023;Verão
False;0.0;False;70.0;260.0;Taquara;75.0;1.3;False;False;False;False;0.0;0.0;2;Zona Oeste;2.0;2;False;False;False;False;False;False;75.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;0.0;False;0.0;400.0;Jacarepaguá;50.0;1.2;False;False;False;True;0.0;2.0;2;Zona Oeste;1.0;1;False;False;False;False;False;False;50.0;False;False;False;5.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;450.0;450.0;Praça Seca;60.0;1.31;False;False;False;False;6.0;1.0;2;Zona Oeste;1.0;2;False;False;False;False;False;False;60.0;False;False;False;10.0;apartamentos;False;False;5;2023;Outono
True;2.0;False;199.0;200.0;Santa Teresa;110.0;3.55;False;False;False;False;0.0;1.0;2;Zona Central;0.0;2;False;False;False;False;True;False;110.0;False;False;False;1.0;apartamentos;False;False;5;2023;Outono
False;1.0;False;0.0;540.0;Pechincha;51.0;1.0;False;False;False;False;0.0;0.0;2;Zona Oeste;1.0;2;False;False;False;False;False;False;51.0;False;False;False;1.0;apartamentos;False;False;3;2023;Verão
